Atmospheric Density,Surface Temperature,Gravity,Water Content,Mineral Abundance,Orbital Period,Proximity to Star,Magnetic Field Strength,Radiation Levels,Atmospheric Composition Index,Prediction
-1.2662176,2.8166683,2.021702,-1.5792046,-1.2945431,1.1078469,1.0859121,,Category_7,-2.3609893,7.0
1.4558983,-1.0331862,1.0132233,-1.4115801,-2.206434,-0.97692156,-1.7212598,Category_11,Category_7,0.31852636,0.0
0.09019499,-0.34319678,2.5522218,-1.8177005,1.6534241,1.3225031,-0.34141695,Category_4,Category_6,-1.648279,8.0
0.90849304,-0.38850427,-0.7513546,1.9680686,-0.15091056,-1.9521438,-0.12973955,Category_7,Category_9,-1.411851,6.0
-2.7940893,0.6250749,0.4945517,,0.41983652,-1.0719808,0.5982982,Category_10,Category_10,-1.2912679,9.0
2.3196886,-0.23516251,-0.57775176,1.3682995,2.7043486,-0.13779578,,Category_14,Category_7,-1.4208844,2.0
2.0581877,-0.4053428,2.0552614,-0.9461066,-3.2460673,-1.8303761,-2.0225768,,Category_8,0.30229577,0.0
0.24414733,0.808777,1.17565,2.1045306,1.319193,-2.8669744,0.78722864,Category_8,Category_6,,6.0
-2.979243,,0.85967386,1.2425053,0.14137928,2.595521,-2.5074956,Category_9,Category_9,0.34477586,1.0
-0.21030918,-2.8933046,-2.4120595,-0.49520105,-1.4062974,-1.8736985,0.13766134,Category_13,Category_8,-1.5283618,3.0
-0.09477256,,3.1061256,1.5185649,0.30073166,1.6069026,-1.6741802,Category_9,Category_8,2.5361814,2.0
-2.3061233,2.573053,0.13390212,-1.4330376,-1.6944118,1.5919396,1.2701582,Category_11,Category_8,-0.9426197,7.0
1.005866,-2.2400665,-2.6027806,-2.8715518,,-1.0204699,-1.5147686,Category_12,Category_10,-0.8376679,3.0
-0.049944058,3.6368756,-1.0030193,1.0342112,1.4681133,-0.17319466,,Category_10,Category_8,1.6432109,9.0
-1.0629458,1.8640345,2.4997308,1.5945654,-0.4888478,-0.39802083,-1.5666163,Category_9,Category_9,-2.0515432,4.0
-3.7172205,-1.2363647,-0.17271419,,-2.1169314,-0.79340494,0.8041686,Category_7,Category_9,0.17903435,1.0
,-1.3452996,-1.0005841,-0.344503,-0.061821368,-2.887004,0.62443495,Category_12,Category_5,0.23349217,5.0
-1.3081543,2.598062,-1.5155246,1.1089618,0.37368208,0.18778388,-1.8486164,Category_10,Category_8,0.5676485,4.0
-1.846527,0.4618532,1.5955974,-0.99673134,-0.70240587,1.85611,-0.9023329,Category_7,,-0.61297774,7.0
-2.2448509,2.133326,-1.7211534,-0.45901084,-0.9820429,0.36897445,1.4500504,Category_10,Category_6,0.7861341,
-1.113253,-2.2827718,3.1317449,0.009513392,0.42471012,1.3590217,-1.9986607,Category_8,Category_9,0.64283717,8.0
-3.5795536,-0.5341673,-0.26082113,,-2.6576166,-0.7672159,-0.0033318435,Category_8,Category_7,0.19969094,1.0
-1.9976946,0.14651756,1.2335666,-1.1052766,-0.316687,1.3828177,-0.5912698,Category_9,Category_9,-1.7660043,9.0
-0.24029599,1.9758263,-0.45199296,-0.13948196,1.4312935,-2.1253695,-1.9772346,Category_10,Category_13,1.4469099,4.0
-2.2609143,-2.1293783,1.9343449,-0.86826336,0.59010327,0.533885,-0.042519823,Category_7,Category_8,0.22489747,8.0
-1.7143989,0.002099359,0.7593004,1.7650731,-2.1931176,0.59818757,-1.8421451,Category_9,Category_10,-1.1350653,5.0
-1.1999937,-0.07396164,2.8028684,1.9716048,0.7571154,-2.1680865,-0.11763573,Category_12,Category_10,-0.2282235,6.0
-3.399379,-1.8786438,0.0684966,0.43030095,-1.7519021,1.4905539,-1.2218477,Category_9,Category_11,0.011361262,1.0
-1.2594374,0.38285893,1.9643395,-1.2491095,-1.4477702,-1.5778928,,Category_11,Category_10,0.21014597,5.0
-0.61740744,-2.2922127,0.779476,-1.0184745,-0.18724765,-2.0364218,0.6937463,Category_15,Category_9,0.019840874,3.0
3.6107292,-1.7750319,,-0.72899204,-3.239909,-2.1708436,-1.3772917,Category_12,Category_11,0.47661275,
-3.3443644,-1.0807271,-0.0965958,0.069503255,-2.0591302,-1.5565691,1.4657665,,Category_7,0.42160437,1.0
-0.21501696,0.39986986,3.2308967,1.2696868,,-2.3241076,0.23554268,Category_9,Category_10,-0.74741924,6.0
-0.81703013,-1.6514745,,-0.7715539,-0.56305933,1.0666802,-0.3600494,Category_12,Category_4,-0.01296394,1.0
-0.37393677,0.8000469,1.4206722,-1.5824989,-0.4036872,0.3684611,-0.113274746,Category_5,Category_5,,8.0
1.5101213,1.18307,-0.4380823,3.2917514,0.4118091,1.3436196,1.4817705,Category_8,Category_11,-0.8442753,6.0
-2.6916294,0.88741595,1.087068,,0.7097676,0.19934744,-0.24076608,Category_6,Category_9,-1.6524831,9.0
4.551549,-2.5307941,-1.6902872,0.8629728,-4.349004,2.254185,-1.1323066,Category_9,Category_6,0.269881,0.0
-1.6986964,1.9838096,2.5373714,1.0249583,1.1642674,0.2617007,-1.4704535,Category_10,Category_8,-1.4920956,4.0
0.013602745,0.13419703,-2.405153,0.5219725,-0.30607936,-0.49486,,Category_11,Category_6,0.459147,0.0
-3.5524633,-2.0231717,,0.86856383,-0.86727035,1.9071997,-1.4934206,Category_9,Category_11,0.18434832,1.0
0.87395555,-0.8781478,-4.1538477,-0.9704164,0.8311771,2.2606058,1.0099996,Category_10,Category_10,-1.8907697,3.0
-0.63848686,4.025988,0.57436764,-1.3694636,0.83751035,-0.1277522,-0.34943333,Category_9,Category_10,-0.6939862,9.0
-0.5162776,-0.5282436,-2.89315,-0.79190433,1.6023089,0.16456424,1.0880586,Category_6,Category_10,0.32354072,8.0
-0.41852185,-0.07794387,0.6675353,-2.4496748,-0.83756036,-0.9204773,-1.1410549,Category_5,Category_7,0.7919663,5.0
-0.2601894,2.514354,-2.1007917,0.04984165,2.124965,0.069509074,-2.5529675,Category_11,,0.6003111,4.0
0.6495623,,-2.5082936,-1.488041,0.54098743,-0.4007819,-1.4199407,Category_15,Category_8,-1.5308225,3.0
-1.5828311,-1.426121,1.7907138,0.67899734,1.1726682,-2.678273,0.04055067,Category_11,Category_10,1.5348581,6.0
1.8472091,,1.7052677,-1.838528,-0.5101138,-1.7047163,-1.2264345,Category_16,Category_9,0.3904532,0.0
-0.886894,-1.7394867,,0.717891,,-0.63482696,-0.24596623,Category_10,Category_11,-1.7328099,
-2.4817612,-0.36134872,1.7745143,,1.2511206,1.3627448,-2.0261312,Category_10,Category_10,-0.914338,4.0
0.24007441,2.4600782,-1.2347314,,0.7429757,-0.7236773,-2.3362093,Category_11,Category_12,0.5155265,4.0
-0.8595331,-0.20596983,1.285907,-0.8969237,0.5907506,1.0976024,-0.65555173,,Category_8,0.00554489,8.0
-0.73045695,,0.28656644,-0.38280645,1.0970927,-0.09727323,0.7454618,Category_8,Category_5,0.95783615,8.0
-1.5053732,2.0322607,0.86607444,-1.7749097,0.9434698,-0.9174292,-0.3203508,,Category_8,-1.1801984,9.0
-0.76891035,2.5473359,-1.9950358,0.03781074,-1.3448963,-0.94701535,-0.65117073,Category_15,Category_10,0.073526956,7.0
-3.3350046,-1.85839,0.63944805,0.88085854,-0.39140764,2.428842,-1.8961407,Category_9,Category_10,0.2575434,1.0
0.81162494,,-2.4017766,0.14486225,-0.13953574,-0.66097045,-0.61924857,Category_10,Category_10,-1.664837,8.0
-0.5543666,2.9661531,,0.72606504,-0.78486675,0.40835068,,Category_8,Category_8,-2.620283,4.0
2.3374891,-0.7907292,-1.3096235,1.2541096,-1.5747281,-0.45672962,-1.2664044,Category_6,Category_6,-0.6781748,
3.3092842,-0.965849,3.5875888,,-2.8472788,-1.9506198,-1.7318268,Category_13,Category_8,-0.40504324,0.0
-2.2454894,-0.6729081,-0.5973673,-0.8297272,-1.8995472,-1.816219,1.2103077,Category_7,Category_7,0.37792113,1.0
-1.9170004,-0.20723276,1.2034727,-1.5112823,-2.3972492,-0.31530678,,Category_10,Category_10,-1.1177644,5.0
0.56887156,0.34924638,-2.2819877,0.5413084,0.21252264,0.7086284,-0.13693582,Category_10,,-0.1999179,8.0
-0.72898626,0.49620992,1.6786765,-0.07548966,-1.0848836,-0.028683102,0.68632376,Category_11,Category_8,-0.037683412,5.0
-0.9382017,-0.5356302,2.3337798,-1.9718937,0.4602741,0.6722282,0.82214373,Category_8,Category_6,,8.0
0.40271398,3.702515,1.7934312,0.4584735,-0.6299821,0.08785962,-1.0346744,Category_8,Category_7,-1.5074275,4.0
-0.7495947,3.2258415,-2.1223457,-0.12497366,0.14905705,-0.8391667,-0.6475993,Category_9,Category_11,2.0312405,9.0
3.8347964,-1.2376115,3.643952,-1.4499834,-1.098225,-2.7649953,-0.43872812,Category_11,Category_8,0.37016463,0.0
-1.1591233,1.525221,0.20042653,2.4573574,0.2972335,-1.7520652,-0.36618927,Category_10,Category_5,-0.47312158,6.0
-1.5271032,1.6113919,1.9277321,-2.404852,-0.5330353,1.1247674,0.89337206,Category_9,Category_9,-2.2868645,7.0
-2.721827,-0.6959023,0.5893309,1.2217366,-0.3416166,0.8235339,-0.11799633,Category_10,Category_6,-0.56889486,3.0
-0.21307105,-0.24954128,3.52851,,0.92284703,,0.5248405,Category_12,Category_11,-0.18229084,6.0
1.0689812,-1.6028799,,-1.6844654,0.1590325,,1.8059256,Category_14,,1.7228357,5.0
2.299882,-0.69051725,2.9052658,-1.2409583,-2.0434437,-2.205266,-1.0408262,Category_12,Category_8,-0.08098117,0.0
1.0090498,2.6575754,-0.7994042,3.356382,-0.6406937,1.6507734,-0.0022358864,Category_6,Category_12,-0.3492116,9.0
-3.2142775,-2.3171535,0.9592092,1.5584054,0.29757035,2.088231,-1.2368063,Category_9,Category_11,0.58012754,1.0
5.014472,,3.9451368,-1.5850811,-1.6844459,-0.722234,-0.6352863,Category_10,Category_6,0.2513514,0.0
-1.595419,1.2870085,2.0014303,-1.8629974,-0.83565646,2.3136175,0.6582054,,Category_7,-1.7335448,7.0
0.5933379,-4.61411,-2.3099248,-0.1862432,1.3776551,1.7290951,,Category_11,Category_8,-0.27891958,2.0
2.8983488,-0.33960688,3.062285,-0.22151692,-3.1514785,-2.4970586,-0.12210591,Category_10,Category_9,0.4924438,0.0
-2.7100492,-0.3564813,-3.0298533,1.4584737,-0.6235938,1.2854798,0.1574541,Category_10,Category_10,0.32253364,3.0
-2.1083822,-0.48118106,2.6215503,0.5205193,0.86344934,-0.6809833,0.1722319,,Category_11,0.043538354,6.0
0.44245818,-1.6557007,2.1880047,0.07830018,1.6592993,-1.8031516,-1.3147688,Category_14,Category_13,0.3491286,6.0
-0.73171777,,2.1502438,-1.220235,2.0561287,0.49906787,-0.11659995,Category_7,Category_7,0.6576301,8.0
-1.4254781,-1.4643658,2.811315,2.5608501,2.7577286,2.257071,-0.34182435,Category_11,Category_10,-0.40658173,2.0
-1.6919451,0.78211904,0.8657766,-2.8659,0.7506859,0.22331373,0.955139,Category_8,,-2.1937618,9.0
2.7665498,,-2.2829301,0.7219894,-3.6824312,3.055975,-0.29026476,Category_10,Category_6,-0.12462298,0.0
-1.9889125,-0.5944032,2.4227285,0.09849266,-1.6899838,-0.7617513,0.2514057,Category_11,Category_10,-0.66077167,5.0
0.00027472238,2.7292798,-0.638085,-1.1565678,-0.5900183,-1.2276279,-0.89372826,Category_11,Category_10,0.25153092,9.0
-1.3762968,1.2329773,1.9501656,1.8678712,0.17000854,1.0413439,-2.445076,Category_7,Category_10,-1.8645657,4.0
0.6852168,-1.0931021,,-0.80873626,0.5585998,0.47219375,-1.5424322,Category_8,Category_8,-0.93461263,8.0
-1.6878486,1.0437142,2.1718087,-0.933626,-0.9288122,1.8716708,-0.46349165,Category_7,Category_8,-1.7495677,7.0
4.1016345,-0.7266383,-0.09393739,1.8892875,-1.6984438,1.2193421,-0.27340975,Category_12,Category_5,0.15975845,0.0
-0.37329024,,,0.6596047,1.6547447,0.05451338,-0.53504723,Category_11,Category_12,-0.86163664,6.0
-1.2633328,3.3979225,-1.8085625,-0.57983625,1.2819473,-0.13948926,-0.84279275,Category_8,Category_9,1.681845,9.0
3.3087876,,3.3928874,-0.93311626,-3.2386925,-2.303351,-1.2828531,Category_14,Category_12,0.074669324,0.0
-3.766511,-2.4443655,0.75511014,0.17570235,-1.1919385,-0.36528715,1.7360681,Category_7,Category_11,0.26574975,1.0
-0.80431545,-1.5979893,2.6446564,-2.1532712,1.406309,,-0.8793482,Category_5,Category_7,-0.26879734,8.0
0.36715463,-2.7172616,-1.6391999,-0.4526492,1.613324,-0.3282021,1.8451321,Category_16,Category_8,0.30538532,3.0
-2.518827,-2.4859786,1.7019114,,0.7659932,2.7713573,-2.8401837,Category_9,Category_10,0.3771737,1.0
-1.7771531,-2.0980828,-2.2996893,-0.4555097,1.1936237,3.6215048,1.3385211,Category_8,Category_9,-1.1873544,2.0
-1.3485786,2.3865635,1.9835094,-1.426057,-0.9241083,,0.18912573,Category_10,Category_8,-2.8082504,7.0
-4.161297,-1.3208437,0.3193711,-0.21034186,-1.0058314,0.67543685,1.482831,Category_8,Category_12,-0.15079293,1.0
-0.73558503,2.3753402,1.789835,-0.4871085,-1.5554717,2.565703,0.7568257,Category_8,Category_9,-1.7106158,7.0
2.2400768,-1.2818886,-3.688872,-1.8870157,1.6101755,-0.3214475,-1.0535457,Category_7,Category_10,-2.3822074,5.0
-2.8441033,-2.133698,0.43066776,0.89439374,-0.4951393,1.6252571,-2.735831,Category_10,Category_10,0.92632985,1.0
5.4697847,-0.16406474,3.3255398,-1.9612222,0.11188491,-1.9529533,0.7566276,Category_13,Category_8,-0.9709257,0.0
-0.7487898,,1.2533138,-2.5219464,0.23133858,0.42964724,-2.0135267,Category_12,Category_8,0.771433,3.0
2.2767863,-0.14237347,0.7117698,-2.5327678,-0.782702,-1.7803928,-0.8611528,,,0.5939683,0.0
2.36866,-0.8136672,3.4528408,2.0156953,-0.18498084,,-0.2951713,Category_11,Category_6,1.8036323,2.0
-2.4360034,2.4694,-0.33503723,-0.7074683,-1.4756438,0.68610775,1.6827995,Category_12,Category_7,-0.6191439,7.0
-0.810066,-1.2439259,1.4689682,-1.025207,1.2139888,-0.68778217,-1.5018895,Category_14,Category_9,0.725027,3.0
-2.5636501,-1.3630052,1.7821981,-1.9832095,1.4346651,1.0278962,1.141362,Category_7,,-1.0637376,9.0
-2.709785,-1.5967007,0.73114043,1.2425205,0.32598692,2.2730448,-2.806866,Category_9,Category_10,0.6201009,1.0
-1.6416662,-2.2512538,-2.5009775,0.50779533,-1.3767228,,-0.6674668,Category_12,Category_7,0.24757408,3.0
-1.4621551,0.5861406,2.8493438,1.5294511,0.1734395,,-1.2148997,Category_11,Category_10,-1.0258714,4.0
-1.7588801,1.8239696,-1.3385082,-1.5513694,0.4572603,0.8664752,2.0714324,Category_13,,0.41834936,7.0
0.4746253,0.32614246,,0.6815201,-1.2594978,1.1334877,0.46264192,Category_12,Category_9,1.0111153,2.0
-2.1747034,-0.91484815,-0.89769554,0.53311324,-1.3729391,-1.7402918,0.51457566,Category_6,Category_6,0.69907904,1.0
2.793336,-1.9795895,,-0.48174268,-1.2867068,-0.63559085,-0.9425666,Category_15,Category_14,0.4884922,0.0
-0.30410665,-0.6957534,-3.3383782,0.28682357,0.79535717,-0.15764157,0.40385836,Category_9,Category_11,-1.1780149,8.0
3.3247235,0.88592255,5.597553,,0.6880332,0.78826815,-0.82266486,Category_12,Category_15,-0.2491367,0.0
-0.989006,0.41496664,-0.20750521,2.9427207,,0.56471246,-0.041470718,Category_10,Category_7,-0.16919531,6.0
-1.7217014,0.26179296,1.5131563,1.8528821,0.6600334,,-3.1502888,Category_9,Category_9,-0.6126012,4.0
1.7823402,2.565716,-2.045111,1.603406,1.6036419,0.9735818,-1.775761,Category_14,Category_16,0.5231537,4.0
-0.8388246,2.7949014,3.3094516,-1.3491337,0.74997175,0.87077105,0.00917873,Category_7,Category_9,-1.678681,9.0
0.5494332,3.2002614,0.40705678,-0.024713067,,-0.5203715,0.26321974,Category_10,Category_9,1.3316406,9.0
0.7387429,-2.666163,-0.94316924,-2.5766401,0.22338472,-0.37629136,-0.37608108,Category_16,Category_7,0.11282683,3.0
-0.25573486,-0.3181175,-0.25510195,3.8776577,-1.1076089,1.0398709,0.86692065,Category_9,Category_8,-0.93789303,6.0
-1.5076504,-2.563665,3.3840451,-1.577402,0.7014414,1.7309197,-0.29068732,Category_7,Category_9,-0.59258246,8.0
2.375778,0.085309766,-2.4987407,0.37110284,2.498337,1.7980236,-2.4393437,Category_7,Category_9,-1.6782709,8.0
-1.3103077,2.0965617,2.3483698,1.6360635,-0.2605167,-0.30174097,-1.9853946,Category_10,Category_10,-1.909827,4.0
-2.0477037,0.60541815,1.2138771,-0.4207634,-0.79896396,3.2526875,-0.4173757,Category_9,Category_9,0.011379392,7.0
-1.7506758,1.5038491,1.1305052,-0.5224118,-0.82666063,3.1876814,0.050459657,Category_8,Category_9,-1.0716397,7.0
2.034772,-2.1389108,-3.4910116,-0.24430184,-0.59156126,0.16481753,-0.7617081,Category_9,Category_8,-0.4818916,5.0
0.7996857,-0.077628516,3.4961529,0.9134204,-0.39508817,1.2139539,-0.14697337,Category_10,Category_7,,
-0.4123884,-0.47984818,-1.2422756,-2.3946867,-0.025601495,-1.6779714,-1.3204831,,Category_6,1.1856356,5.0
3.1628308,-1.8135695,-3.0155294,0.23936749,-0.8764662,-0.40315944,2.7973602,Category_13,Category_7,-1.6312324,5.0
3.276296,-1.231789,1.8905696,2.9149356,-0.110812955,0.89545554,-0.5629426,Category_13,Category_8,-0.77077377,2.0
0.7433269,-0.07630086,3.937203,1.2235768,1.0856102,-1.3236091,0.036992382,Category_10,Category_12,-0.82521266,6.0
-1.1194626,2.8316271,-1.7123046,-0.25651914,-1.4697576,-0.60235345,0.27839503,Category_15,Category_9,0.78633857,7.0
0.8542737,-1.9806799,-0.4422447,-3.0410607,0.9465408,-0.6430961,-0.4991152,Category_14,Category_8,0.27469555,3.0
-0.42691016,-2.6703687,-2.6788588,-0.23629636,-1.6820157,-1.1851565,-0.1261082,Category_11,Category_10,-2.4727142,3.0
0.32544214,-0.11897649,3.892135,1.8880427,0.43486536,-1.8460143,0.4571167,,Category_12,-0.5931907,6.0
1.9533881,-1.103158,0.9253569,0.93396044,-1.6942428,-1.8638445,,Category_12,Category_7,,
-0.27147532,2.9003496,,-2.1786442,1.3423387,,-0.074518286,Category_8,Category_9,-1.8832612,9.0
0.81514007,1.4940914,0.18983348,2.7573373,1.0893838,-1.5007654,0.3310583,Category_10,Category_7,-1.3417163,6.0
-2.347454,-0.4622496,2.4416797,1.6961695,0.65627074,-1.3677986,-0.07831947,Category_11,Category_10,-0.27356747,6.0
-1.4447209,3.015463,2.2190773,-1.0347171,0.42280716,1.015965,0.38795918,Category_10,Category_13,-2.3985426,9.0
0.8397391,-2.5610566,-0.56444323,-1.4292519,1.3386071,-0.6474388,-2.0094216,Category_16,Category_6,-1.2023529,3.0
0.657754,-2.1423693,-1.8015392,-1.516542,0.62294394,-1.6924171,-0.9675624,Category_9,Category_5,-0.03591761,5.0
0.3607816,-0.07133369,2.7043264,0.7291036,1.5270327,1.5709238,-0.89942,Category_7,Category_7,2.9289296,2.0
1.0660065,3.019284,-2.4360907,1.7241497,1.0136276,0.084040076,-2.9618104,Category_13,Category_11,-0.6532617,4.0
1.838745,-0.42117172,3.6563392,1.2195666,0.51044524,,0.07368907,Category_7,Category_7,,2.0
-2.102691,0.7678599,-2.1573079,0.9702409,-2.1605628,-0.72942287,-0.9225361,Category_12,Category_7,0.56795394,7.0
-0.38682804,2.1976461,2.8075852,0.6776674,-0.3921794,0.13265802,-1.6494325,Category_7,Category_9,-2.857332,4.0
0.56545085,-3.3369372,1.2867273,0.5728497,4.1620636,,1.1722804,Category_11,,0.48063356,2.0
-0.51248515,0.35870343,3.4424627,1.7073406,-0.4663414,-1.1125594,-0.11461511,Category_10,Category_10,-0.1957152,6.0
,-0.5000806,1.5787452,1.0545237,-0.28101802,0.0047183624,-1.2509099,Category_13,Category_5,-0.59018487,2.0
-1.9491796,,1.7299677,-0.17731802,,,0.49289724,Category_11,Category_9,-0.7564551,5.0
-2.464344,0.8313311,0.72154266,0.43727872,0.9591439,-0.58485055,-0.65956557,Category_10,Category_10,-0.09674488,4.0
0.47205165,1.1750209,0.7421337,-0.54916835,-0.8171116,-1.5588844,-0.97250193,Category_7,Category_8,,5.0
-1.9038709,0.4704959,-2.3938575,-1.5561705,0.7747626,0.60546553,0.62768644,Category_8,Category_7,1.8178636,3.0
-3.5007956,-1.4275057,1.1931939,0.77909106,0.42738727,2.817269,,Category_9,Category_10,-0.6000214,1.0
0.026010731,2.4248319,1.5767064,-0.30465215,1.6838622,2.5283396,1.3962016,Category_10,Category_12,-0.4414657,7.0
1.1678298,-0.3434723,-0.9315176,-2.2269635,2.5585458,,-2.2089138,Category_7,Category_5,1.4940609,3.0
1.7486919,2.5445657,-2.0322776,0.38270947,1.9091567,0.2764387,-1.3907578,Category_14,Category_15,1.0497746,4.0
,-3.0572088,-3.0983582,-0.18569991,-0.68296355,-1.5363421,,Category_12,Category_13,-3.0247343,3.0
0.22049798,2.9456728,-0.53770757,1.7659732,3.2079628,0.8593709,-2.53011,Category_10,Category_10,0.3706528,4.0
1.6933295,2.1247404,-2.4670951,-1.2280238,1.3930861,-2.213845,-1.7768103,Category_8,Category_9,0.87512684,9.0
1.7401164,-0.29966742,-0.82320416,-3.7435703,1.0349925,-1.4734395,-0.79739624,Category_7,Category_6,1.2184477,5.0
-1.1302029,2.8804905,2.2024972,-1.7504872,-1.5153764,0.304019,0.5143563,Category_11,Category_9,-3.119727,7.0
-1.0061848,-0.43803936,-2.9686234,0.09090218,1.0374069,-1.0795501,1.6442567,Category_6,,0.3444863,8.0
-0.3488206,-0.96978277,1.6555493,-3.3942761,2.3123567,1.9114537,-0.3747693,Category_4,,0.3580607,8.0
4.984985,-2.4734988,-2.2432897,1.97492,-2.584828,3.6269233,1.9046477,Category_7,Category_9,,0.0
-1.6645713,1.0717021,1.7332736,-1.2153293,-0.20363842,1.525506,0.6702285,Category_7,Category_10,-1.4495335,7.0
-1.0275525,0.2351343,-2.654163,0.07795888,0.5630996,0.112435505,0.9116092,Category_8,Category_10,1.2132198,8.0
1.6852721,-0.2716756,4.0440946,1.8530632,1.403543,1.6442565,-1.6773001,Category_11,Category_6,2.3961868,2.0
-2.2284544,-0.0066297036,-1.2664677,0.76567906,,-1.6948708,-0.4111699,Category_10,Category_6,1.1486614,1.0
1.4755366,-0.35729697,2.0507603,1.9098815,1.7421792,1.9654797,-2.2126305,Category_10,Category_5,2.5374608,2.0
-3.483218,-1.7895726,0.24341272,0.5614405,-2.3191028,-0.6735493,0.7058006,Category_8,Category_9,-0.52190214,1.0
-0.7084422,-0.5312659,1.158404,-2.6433651,-0.6096925,-2.37052,-0.91007924,Category_12,Category_9,-0.1625638,5.0
-2.8840775,1.9436036,-1.2054895,-0.7246872,-1.2146465,0.49127007,1.5707126,Category_11,Category_9,1.2329925,7.0
-2.220766,-0.025457958,1.2471533,-0.32511303,,1.861175,-0.6305832,Category_8,Category_9,-0.17779559,7.0
-3.8722098,-1.6862496,-0.12338294,0.71065104,-2.0156312,0.56370836,-0.08792157,Category_8,Category_10,-0.47841457,1.0
-0.23928617,2.3817759,2.5993803,-1.6752043,,0.06811185,-1.123896,Category_10,Category_10,-2.5615811,9.0
-3.4745631,-1.4924185,-0.12262088,-0.07383976,-0.64606476,-1.7044165,2.0715585,Category_8,,0.83396804,1.0
-0.6297272,-1.2032814,3.509555,,0.7927473,1.2548686,-0.8541128,Category_7,Category_8,-1.3296237,8.0
-2.995201,-2.1563113,0.9691864,0.7211488,0.24316254,,-1.8395379,Category_9,Category_11,0.25909662,1.0
0.8084543,-0.08969906,3.8863442,1.702938,0.7935537,1.9618512,-1.3691183,Category_10,Category_8,2.230888,2.0
-3.6751502,-2.1770442,0.06696694,-0.6214813,,-0.6460715,2.038543,Category_7,Category_11,0.34218475,1.0
,-2.0337954,0.9734168,0.8936516,0.46287233,2.4233146,-2.6673162,Category_10,Category_11,0.63064516,1.0
-2.1857076,,-1.8242989,-1.009062,,,-0.7464292,Category_9,Category_7,0.921006,3.0
1.1327173,-2.764335,-0.5568514,-2.9466293,0.42238626,-1.1636913,-1.2331628,Category_16,Category_8,-0.62986666,3.0
3.1590424,-1.4274522,-1.4058828,0.43221068,-2.8216894,1.4810715,-0.41232333,Category_5,Category_7,0.11379858,0.0
-2.5870786,-2.1706524,1.2277305,0.79321945,0.4801434,2.1125693,-2.874322,Category_10,Category_11,1.0253041,1.0
1.0236577,-1.4388298,1.3168793,0.09018907,1.6129514,-4.2371454,-0.17144598,Category_11,Category_10,0.12919798,6.0
2.102398,-3.246383,,-2.5416186,0.5888549,,-0.9203078,Category_17,Category_6,,3.0
1.4606076,2.2882552,-2.6830435,3.7820866,0.17983717,0.6863957,-0.4149181,Category_10,Category_11,0.15319611,9.0
4.7074037,-1.394436,,-0.048520833,-3.3627696,1.1372912,-0.74007213,Category_5,Category_6,0.5771765,0.0
-2.5123923,1.4822706,1.1988881,-0.32140088,-1.5965979,1.7543286,0.57798314,Category_10,Category_8,-1.869817,7.0
-3.5542302,-1.063439,-0.19023739,0.052991174,-1.371361,-1.4003893,1.6092513,Category_7,Category_7,0.183528,1.0
-0.6548806,,-0.18930906,-3.0104303,-0.6936749,-0.5451449,0.16179086,Category_14,Category_8,1.0472586,3.0
-0.1423538,-1.5219152,-0.091277145,2.21659,2.2356315,1.7591612,3.0192678,Category_12,Category_9,0.55661505,2.0
1.3531518,-3.9482794,1.864532,0.9004553,2.3831117,1.5652108,-0.08205042,Category_10,Category_6,1.2261314,2.0
0.20345327,-1.852012,-4.741833,-0.4479054,1.677362,-0.8453918,-0.6573708,Category_14,Category_12,-0.82812095,3.0
-1.0612972,2.3823292,-2.0451152,0.64034927,3.221118,-0.013431838,-0.9293444,Category_9,Category_11,1.7888571,9.0
0.05690257,2.9437637,-0.61435586,0.7385349,1.4926798,0.040651474,-0.6575051,Category_10,Category_11,1.4058414,4.0
-3.1050436,-0.8176067,0.8289071,0.4653908,,-1.4582075,1.0965989,Category_9,Category_8,0.2704232,6.0
2.0110927,0.018838165,-2.5887866,-1.287166,-0.18950877,-0.43060625,-1.6228008,Category_6,Category_9,0.39500114,5.0
0.3847445,-0.026841428,0.38118312,-1.2496396,-1.4255077,-1.3999081,1.1059183,Category_15,Category_7,-0.11688606,3.0
1.9390314,1.9615036,-0.01645017,4.295548,0.122852795,0.057495136,1.5337439,Category_7,Category_9,-1.5896323,6.0
-1.098955,-2.7243085,-1.9619604,0.05068217,-0.6601688,-1.5774394,-0.45233878,Category_13,Category_9,-0.65262806,3.0
0.30985373,3.6049895,-2.6669407,-0.71921176,-0.60267395,0.36502162,0.55082023,Category_14,Category_8,1.9944184,7.0
1.744515,4.97649,2.2999275,0.6820818,0.04833502,0.2733012,,Category_6,Category_8,-0.5756202,4.0
-1.0016794,-0.74590415,-1.0947766,-1.4172492,1.5424303,0.6323803,0.9209475,Category_5,Category_9,,8.0
-0.96660125,-0.6868779,-1.9546691,0.6237783,2.330521,0.33463225,0.8929442,Category_7,Category_9,-0.5926613,8.0
-1.1200001,1.4298342,-1.3760996,-0.94595414,-0.15357903,-1.7853874,-1.7696521,Category_10,Category_10,,9.0
-0.8058174,1.9719727,-0.9818493,0.3108478,-0.508524,-0.9393183,-1.6910766,Category_10,Category_9,0.9776098,9.0
4.802534,-1.5691912,-2.792099,1.180008,-2.572634,,1.0703735,Category_5,Category_9,0.6371526,0.0
1.9898641,0.39061144,0.9994411,0.5907444,-0.5686502,-1.5544605,0.20596476,Category_8,Category_7,-0.51347476,
